COD_CLIENTE;DES_CLIENTE;INDIRIZZO;CAP;CITY;PROVINCIA;TELEFONO;FAX;EMAIL;LINEA_CLIENTE;AREA;COD_AGENTE;AGENTE;GAMBE_FLG;NASO_FLG;INTESTINO_FLG;STOMACO_FLG;GOLA_FLG;COD_SUBENTRATO;COD_MICROBRICK;DESC_MICROBRICK;DESC_MICROAREE
40452;BERTOTTI;VIA GARIBALDI 20;10082;CUORGNE;TO;_0124657013               ;_+390124657013;farmabertotti@tiscali.it;Build;F;F35;Enrico Giuseppe Parlatore;0,000000;0,000000;0,000000;0,000000;0,000000;40041;0013802;TORINO 3802;TORINO 38
40453;MANNUCCI;VIA GREGORIO VII 129;00165;ROMA;RM;_0639375850               ;_+390639375850;far.mannucci@farma3.it;Build;M;M04;Valerio Medici;0,000000;0,000000;0,000000;0,000000;0,000000;6166;0591801;ROMA 1801;ROMA 18
40457;GIULIANO E DENARO S.N.C.;VIA GARRANO 3;96018;PACHINO;SR;_0931846083               ;_+390931596419;;Defend;P;P37;Teresa Lacagnina;0,000000;0,000000;0,000000;0,000000;0,000000;28297;0910101;SIRACUSA 0101;SIRACUSA 01
40458;CORSI;LARGO S.LORENZO 1;00040;TOR S.LORENZO;RM;_0691011115               ;;;Build;M;M02;Antonella Nardi;1,000000;1,000000;1,000000;1,000000;1,000000;0;0593301;ROMA 3301;ROMA 33
40459;ROCCO S.N.C.;VIALE MARAZZA 6;28021;BORGOMANERO;NO;_032281463                ;_+39032281463;;Build;F;F22;Elena Borri;0,000000;0,000000;0,000000;0,000000;0,000000;18619;0030504;NOVARA 0504;NOVARA 05
40467;CINGOLO;VIALE DELLE LIBERTA';84091;BATTIPAGLIA;SA;_0828301592               ;_+390828340676;farmaciacingolo@katamail.com;Maintain;P;P02;Vito Benincasa;0,000000;0,000000;0,000000;0,000000;0,000000;0;0720801;SALERNO 0801;SALERNO 08
40485;CALDERARA S.N.C.;S.S. 337 N. 9 CROPPO TRONTANO;28030;CROPPO DI TRONTANO;VB;_0324242403               ;_+390324200342;farmaciacalderara@gmail.com;Build;F;F22;Elena Borri;1,000000;1,000000;1,000000;1,000000;1,000000;27586;0960206;VERBANIA 0206;VERBANIA 02
40498;COMUNALE;VIA PAGANI 5;41043;FORMIGINE;MO;_059818331                ;_+39059557898;;Build;H;H02;Massimo Corlaita;0,000000;0,000000;0,000000;0,000000;0,000000;0;0370402;MODENA 0402;MODENA 04
405;S.ANTERO;VIA ROMA 16;10094;GIAVENO;TO;_0119376026               ;_+390119376026;terzago.piero@libero.it;Build;F;F34;Andrea Nerino Arrigo Neri;0,000000;0,000000;0,000000;0,000000;0,000000;0;0013501;TORINO 3501;TORINO 35
40500;DI STEFANO;VIA A DE GASPERI SNC;00053;CIVITAVECCHIA;RM;_0766500597               ;_+390766392063;farmaciadistefano@libero.it;Build;M;M04;Valerio Medici;0,000000;0,000000;0,000000;0,000000;0,000000;18113;0592102;ROMA 2102;ROMA 21
40503;DELLA STURA S.N.C.;VIALE FALCHERA 70/B;10156;TORINO;TO;_0112620362               ;_+390112620362;info@farmaciadellastura.it;Build;F;F34;Andrea Nerino Arrigo Neri;1,000000;1,000000;1,000000;1,000000;1,000000;33851;0011901;TORINO 1901;TORINO 19
40507;DE ANGELI;LARGO BRESCIA 47;10152;TORINO;TO;_011851512                ;_+39011851310;b.roby21@libero.it;Observe;F;F35;Enrico Giuseppe Parlatore;0,000000;0,000000;0,000000;0,000000;0,000000;627;0010702;TORINO 0702;TORINO 07
40510;MARCHESI S.N.C.;VIA ALESSANDRO TORI 25;25030;CASTREZZATO;BS;_030714002                ;_+39030714002;franconemar@libero.it;Build;H;H36;Diego Savio;0,000000;0,000000;0,000000;0,000000;0,000000;1634;0170103;BRESCIA 0103;BRESCIA 01
40516;DELLA STAZIONE;VIA PANZANI 65R;50123;FIRENZE;FI;_055215188                ;_+390552654326;;Maintain;M;M32;Paolo Bongini;1,000000;1,000000;0,000000;1,000000;1,000000;20507;0721402;SALERNO 1402;SALERNO 14
40518;MORTELLITI;VIA NAZIONALE 151;98049;SAPONARA MARITTIMA;ME;_090332381                ;_+39090332381;;Observe;P;P33;Salvatore Gianluca Chirieleison;0,000000;0,000000;0,000000;0,000000;0,000000;10226;0851006;MESSINA 1006;MESSINA 10
40523;COLI S.N.C.;VIA A.MANTEGNA 42;00147;ROMA;RM;_065141463                ;_+39065123322;fcaravaggio@tiscali.it;Defend;M;M02;Antonella Nardi;0,000000;0,000000;0,000000;0,000000;0,000000;6838;0591105;ROMA 1105;ROMA 11
40526;SPIRITO SANTO S.N.C.;VIA A. MARTINO 11;98125;MESSINA;ME;_090662620                ;_+390906011455;farmaciaspiritosanto@fimail.il;Build;P;P33;Salvatore Gianluca Chirieleison;1,000000;1,000000;1,000000;1,000000;1,000000;34188;0850201;MESSINA 0201;MESSINA 02
40533;ONOFRI;VALLE MURICANA 369;00188;ROMA;RM;_*ND;_+390633670329;;Build;M;M02;Antonella Nardi;1,000000;1,000000;1,000000;1,000000;1,000000;0;0592003;ROMA 2003;ROMA 20
40538;S.MICHELE S.N.C.;VIA LUIGI BUONAIUTO 15;84087;SARNO;SA;_081941496                ;_+39081941496;;Observe;P;P02;Vito Benincasa;0,000000;0,000000;0,000000;0,000000;0,000000;7421;0720601;SALERNO 0601;SALERNO 06
40542;DEL CUORE S.A.S.;VIA S DOMENICO 18;65016;MONTESILVANO SP;PE;_0854452102               ;_+390854452102;;Defend;P;P06;Elisabetta Di Battista;1,000000;1,000000;0,000000;1,000000;1,000000;7035;0640207;PESCARA 0207;PESCARA 02
40543;DEL LIDO;VIALE COLOMBO 196;55043;LIDO DI CAMAIORE;LU;_0584617130               ;_+390584618688;farmaciaberretti@libero.it;Defend;M;M34;Luca Mariotti;1,000000;1,000000;0,000000;1,000000;1,000000;39570;0430103;LUCCA 0103;LUCCA 01
40548;PISANI;P.ZZA S.PIETRO 9;80011;ACERRA;NA;_0818857446               ;_+390815206270;;Maintain;P;P04;Antonio Pisani;0,000000;0,000000;0,000000;0,000000;0,000000;7887;0700701;NAPOLI 0504;NAPOLI 05
40549;GRILLI;VIA PITTORE 189;80046;SAN GIORGIO A CREMANO;NA;_*ND;;;Maintain;P;P04;Antonio Pisani;0,000000;0,000000;0,000000;0,000000;0,000000;30270;0701101;NAPOLI 1101;NAPOLI 11
40553;FILIPPONE;VIA CASSIA 840;00189;ROMA;RM;_0633263257               ;_+390633260309;;Build;M;M03;Manuelo Maria Montemaggiori;0,000000;0,000000;0,000000;0,000000;0,000000;17476;0592002;ROMA 2002;ROMA 20
40554;COMUNALE;VIA GORIZIA 61;70010;LOCOROTONDO;BA;_0804315633               ;;;Maintain;P;P09;Pierluca Lubello Lincenti;1,000000;1,000000;1,000000;1,000000;1,000000;0;0741802;BARI 1802;BARI 18
40567;FOGLIA;VIA S. CALIMERO 1;20122;MILANO;MI;_0258309712               ;_+390258309712;info@farmaciafasolis.eu;Build;F;F33;Luigi Loffredo;1,000000;1,000000;1,000000;1,000000;1,000000;39968;0152007;MILANO 2007;MILANO 20
40573;FARMACIE GMP S.A.S.;VIA CARDAN 5;35100;PADOVA;PD;_049618244                ;_+39049618244;farmaciamortise@libero.it;Defend;H;H32;Roberta Cammisa;1,000000;1,000000;1,000000;1,000000;1,000000;34149;0280606;PADOVA 0606;PADOVA 06
40583;SORRISO S.A.S.;CORSO SEMPIONE 5;20154;MILANO;MI;_02341091                 ;_+3902341091;;Defend;F;F39;Davide Marchetti;0,000000;0,000000;0,000000;0,000000;0,000000;16118;0152502;MILANO 2502;MILANO 25
40585;SINISI S.N.C.;VIA VENEZIA 1;54036;MARINA DI CARRARA;MS;_0585785044               ;_+390585785044;farmacia.sinisi@cofarpa.it;Build;M;M34;Luca Mariotti;0,000000;0,000000;0,000000;0,000000;0,000000;5433;0420201;MASSA CARRARA 0201;MASSA CARRARA 02
40592;ALBIERO C/O TRUST ALBIERO;VIA F.LLI VIANELLO MORO 7;36010;MONTICELLO CONTE OTTO;VI;_0444945750               ;_+390444945750;;Build;H;H32;Roberta Cammisa;0,000000;0,000000;0,000000;0,000000;0,000000;25884;0240403;VICENZA 0403;VICENZA 04
40594;AESSEDI S.R.L. UNIPERSONALE;VIA P. TOGLIATTI 10;25015;DESENZANO DEL GARDA;BS;_0309121562               ;_+390309121562;;Build;H;H36;Diego Savio;0,000000;0,000000;0,000000;0,000000;0,000000;31481;0170701;BRESCIA 0701;BRESCIA 07
40603;CUOMO S.N.C.;VIA ROMA 19;80069;VICO EQUENSE;NA;_0818015525               ;_+390818015525;cuomomic@farmaciacuomo.191.it;Build;P;P04;Antonio Pisani;1,000000;1,000000;1,000000;1,000000;1,000000;34924;0701603;NAPOLI 1603;NAPOLI 16
40605;MINA S.N.C.;VIA SCHIAVONESCA 92;31040;VOLPAGO DEL MONTELLO;TV;_0423620147               ;_+390423878463;farmina@farmacietv.it;Build;H;H35;Raffaello Benossi;0,000000;0,000000;0,000000;0,000000;0,000000;26746;0260401;TREVISO 0401;TREVISO 04
40606;DAPELO S.N.C.;VIA SESTRI 127/R;16154;GE SESTRI;GE;_0106531392               ;_+390106531392;farmaciadapelo@libero.it;Build;F;F32;Valter Tasso;1,000000;1,000000;1,000000;1,000000;1,000000;311;0100201;GENOVA 0201;GENOVA 02
40617;PATINI S.N.C.;VIA ROMA 30;33030;CAMPOFORMIDO;UD;_0432662117               ;_+390432662117;farmacia@patini.eu;Build;H;H04;Matteo Dri;1,000000;1,000000;1,000000;1,000000;1,000000;3429;0310510;UDINE 0510;UDINE 05
40619;VENTURINI S.N.C.;VIA MARCONI 5;51036;LARSCIANO;PT;_057383081                ;_+39057383081;;Build;M;M34;Luca Mariotti;1,000000;1,000000;1,000000;1,000000;1,000000;14476;0440104;PISTOIA 0104;PISTOIA 01
40622;POLLERA S.A.S.;VIA Q. PEDIO 20;00175;ROMA;RM;_0671585100               ;_+390671582208;;Build;M;M02;Antonella Nardi;0,000000;0,000000;0,000000;0,000000;0,000000;17576;0591003;ROMA 1003;ROMA 10
40623;IMBRIANI S.N.C.;VIA IMBRIANI 26;20158;MILANO;MI;_0239311126               ;_+390239312898;farma.imb@tin.it;Build;F;F33;Luigi Loffredo;1,000000;1,000000;1,000000;1,000000;1,000000;2503;0152601;MILANO 2601;MILANO 26
40624;CENTRALE CAPECI S.A.S.;VIA FLAMINIA KM 189,110;06023;GUALDO TADINO;PG;_0759142101               ;_+390759143218;;Build;M;M33;Stefano Maltinti;1,000000;1,000000;1,000000;1,000000;1,000000;32412;0510202;PERUGIA 0202;PERUGIA 02
40629;STORELLI S.A.S.;P.ZZA XXVI GIUGNO 1944;53043;CHIUSI SCALO;SI;_057820279                ;_+39057820279;farmstorelli@libero.it;Maintain;M;M35;Roberto Saggini;0,000000;0,000000;0,000000;0,000000;0,000000;6081;0490304;SIENA 0304;SIENA 03
40633;FARCHIONI S.N.C.;VIA I MAGGIO 15;06030;BASTARDO;PG;_074299128                ;_+39074299128;farm.farchioni@libero.it;Defend;M;M33;Stefano Maltinti;1,000000;1,000000;1,000000;1,000000;1,000000;17739;0510801;PERUGIA 0801;PERUGIA 08
40635;VAREDO S.A.S.;VIA SILVIO PELLICO 27;20039;VAREDO;MI;_0362580478               ;_+390362543989;farmacia@cosmapalmieri.191.it;Defend;F;F23;Maurizio Restivo;1,000000;1,000000;1,000000;1,000000;1,000000;38650;0150703;MONZA BRIANZA 0703;MONZA BRIANZA 07
40636;MARCHIORO S.N.C.;VIA S. ROSA 68;36010;ZANE';VI;_0445361642               ;_+390445361642;gio_mix@alice.it;Build;H;H32;Roberta Cammisa;0,000000;0,000000;0,000000;0,000000;0,000000;3930;0240205;VICENZA 0205;VICENZA 02
40642;REALDON S.A.S.;VIA VILLAFRANCA 48;37137;VERONA;VR;_045953553                ;_+39045953277;realdon.gd@libero.it;Build;H;H33;Isacco Treccani;1,000000;1,000000;1,000000;1,000000;1,000000;0;0230202;VERONA 0202;VERONA 02
40645;IANNOTTA S.A.S.;P.ZZA PIO XI 30;00165;ROMA;RM;_0639375203               ;_+3906632395;mariateresaiannotta@virgilio.it;Build;M;M03;Manuelo Maria Montemaggiori;1,000000;1,000000;1,000000;1,000000;1,000000;26510;0591802;ROMA 1802;ROMA 18
40647;CALTANA;VIA MARINONI 21;30030;CALTANA DI S.MARIA DI SALA;VE;_0415732605               ;_+390415732605;;Build;H;H32;Roberta Cammisa;1,000000;0,000000;1,000000;1,000000;1,000000;0;0270304;VENEZIA 0304;VENEZIA 03
40648;EREDI ZARDO;VIA CESARE BATTISTI SNC;04010;BORGO HERMADA;LT;_0773742047               ;_+390773791318;farmaciazardo@libero.it;Build;M;M05;Marco Percili;1,000000;1,000000;0,000000;1,000000;1,000000;6921;0600501;LATINA 0501;LATINA 05
40651;RALLO S.N.C.;VIA FLAMINIA VECCHIA 673;00191;ROMA;RM;_063335823                ;_+390633229861;silvia.rallo@yahoo.it;Build;M;M03;Manuelo Maria Montemaggiori;0,000000;0,000000;0,000000;0,000000;0,000000;27164;0592001;ROMA 2001;ROMA 20
40658;MARCHIORI S.CROCE;VIA VILLA COZZA 28;37131;VERONA;VR;_045526286                ;_+390458485056;farma.marchiori@libero.it;Defend;H;H33;Isacco Treccani;1,000000;0,000000;1,000000;0,000000;1,000000;32949;0230206;VERONA 0206;VERONA 02
40662;BORGO VECCHIO;VIA VERCELLI 1;10022;CARMAGNOLA;TO;_0119723131               ;_+390119715017;info@farmaciaborgovecchio.it;Build;F;F34;Andrea Nerino Arrigo Neri;1,000000;1,000000;1,000000;1,000000;1,000000;1126;0013101;TORINO 3101;TORINO 31
40664;ALFA - S.FELICE S.A.S.;VIALE ALFA 95/97;80038;POMIGLIANO D'ARCO;NA;_0818846243               ;_+390815213630;farmaciaalfa@libero.it;Defend;P;P08;Fabio Raimondi;0,000000;0,000000;0,000000;0,000000;0,000000;29151;0700702;NAPOLI 0702;NAPOLI 07
40665;MINUCCI S.N.C.;VIA U VIALE 2 C;56100;PISA;PI;_050575974                ;_+39050598021;farmaciaminucci@federfarmapisa.it;Build;M;M35;Roberto Saggini;0,000000;0,000000;0,000000;0,000000;0,000000;5853;0470102;PISA 0102;PISA 01
40666;CORMONS;VIA A. DIAZ 55;80055;PORTICI;NA;_081276623                ;_+3908119565772;farmaciacormons@hotmail.it;Observe;P;P04;Antonio Pisani;0,000000;0,000000;0,000000;0,000000;0,000000;26237;0701003;NAPOLI 1003;NAPOLI 10
40671;S.PIETRO S.N.C.;P.ZZA S.PIETRO 2;00044;FRASCATI;RM;_069420265                ;_+39069340095;farmacialippig@svrinformatica.it;Build;M;M02;Antonella Nardi;0,000000;0,000000;0,000000;0,000000;0,000000;6206;0592901;ROMA 2901;ROMA 29
40674;S.ADRIANO S.N.C.;VIA MATTEOTTI 76;20082;BINASCO;MI;_029055209                ;_+390290092042;farmadriano@alice.it;Defend;F;F39;Davide Marchetti;1,000000;1,000000;1,000000;1,000000;1,000000;2857;0151903;MILANO 1903;MILANO 19
40678;CORSI;VIA DEI CASTELLI ROMANI 2/L;00040;POMEZIA;RM;_0697849876               ;_+390697849976;;Build;M;M02;Antonella Nardi;0,000000;0,000000;0,000000;0,000000;0,000000;0;0593301;ROMA 3301;ROMA 33
40685;NUOVA;P.ZZA UNITA' D'ITALIA 24;21047;SARONNO;VA;_029602419                ;_+390296701825;farmacia.nuova@tin.it;Build;F;F24;Davide Jula;0,000000;0,000000;0,000000;0,000000;0,000000;12925;0121001;VARESE 1001;VARESE 10
40688;FARFALLA S.N.C.;VIA LUIGI DE MAIO 12;80067;SORRENTO;NA;_0818781349               ;_+390818781349;farmaciafarfalla@meginet.it;Maintain;P;P04;Antonio Pisani;0,000000;0,000000;0,000000;0,000000;0,000000;7348;0701601;NAPOLI 1601;NAPOLI 16
40693;COMUNALE 3;VIA DELLA CARANELLA 80;00049;VELLETRI;RM;_0696430221               ;_+390696430221;;Build;M;M02;Antonella Nardi;0,000000;0,000000;0,000000;0,000000;0,000000;0;0593101;ROMA 3101;ROMA 31
40706;GRASSO S.N.C.;CORSO ITALIA 196;95014;GIARRE;CT;_095932168                ;_+390957797983;farmaciagrassomaria@alice.it;Build;P;P33;Salvatore Gianluca Chirieleison;1,000000;1,000000;1,000000;1,000000;1,000000;9634;0891002;CATANIA 1002;CATANIA 10
40711;S.SUSTA S.A.S.;VIA ROMA 30;06065;PASSIGNANO;PG;_075827227                ;_+39075827227;farmaciadrsusta@libero.it;Maintain;M;M33;Stefano Maltinti;0,000000;0,000000;0,000000;0,000000;0,000000;6134;0510601;PERUGIA 0601;PERUGIA 06
40712;PLINIO;VIA PLINIO IL VECCHIO 62;80053;CASTELLAMARE DI STABIA;NA;_0818706998               ;_+390813915243;;Maintain;P;P04;Antonio Pisani;0,000000;0,000000;0,000000;0,000000;0,000000;16423;0701502;NAPOLI 1502;NAPOLI 15
40726;BRANCATO S.A.S.;VIA GARIBALDI 373;98100;MESSINA;ME;_090361280                ;_+390905728612;farmaciabrancatoc@libero.it;Build;P;P33;Salvatore Gianluca Chirieleison;1,000000;1,000000;1,000000;1,000000;1,000000;35399;0851001;MESSINA 1001;MESSINA 10
40729;MONTALLEGRO S.N.C.;VIA LIBERTA' 110R;16035;RAPALLO;GE;_018553395                ;_+390185236125;farm_montallegro@yahoo.it;Build;F;F32;Valter Tasso;0,000000;0,000000;0,000000;0,000000;0,000000;219;0101001;GENOVA 1001;GENOVA 10
40730;S.NICOLA S.N.C.;VIA BORZOLI 20R;16153;GENOVA SESTRI;GE;_0106512323               ;_+390106512323;;Build;F;F32;Valter Tasso;1,000000;1,000000;1,000000;1,000000;1,000000;246;0100202;GENOVA 0202;GENOVA 02
40736;EREDI BIANCO;VIA NAZIONALE 58;84067;POLICASTRO;SA;_0974984097               ;_+390974984097;farmacia.bianco@tiscali.it;Observe;P;P02;Vito Benincasa;0,000000;0,000000;0,000000;0,000000;0,000000;17522;0721503;SALERNO 1503;SALERNO 15
40740;BORRELLI DOMENICANTONIO S.N.C.;VIA SAN ROCCO 89/B;80016;MARANO;NA;_0817425974               ;_+390815768640;farmaciaborrelli@yahoo.it;Maintain;P;P07;Vincenzo Rongo;1,000000;1,000000;1,000000;1,000000;1,000000;36510;0700303;NAPOLI 0303;NAPOLI 03
40741;TUMIATTI;P.ZZA MARCONI 2;36071;ARZIGNANO;VI;_0444670085               ;_+390444455934;tumiatti@libero.it;Build;H;H33;Isacco Treccani;0,000000;0,000000;0,000000;0,000000;0,000000;3942;0240602;VICENZA 0602;VICENZA 06
40742;ALLA TORRE;VIA F.M. PRETI 1;31033;CASTELFRANCO VENETO;TV;_0423494451               ;_+390423744230;farmacia.isolato@libero.it;Build;H;H35;Raffaello Benossi;0,000000;0,000000;0,000000;0,000000;0,000000;3568;0260601;TREVISO 0601;TREVISO 06
40743;PICENTINO S.A.S.;VIA DELLE CALABRIE 78;84132;SALERNO LOCALITA' LAMIA;SA;_089848176                ;_+39089848176;;Observe;P;P02;Vito Benincasa;0,000000;0,000000;0,000000;0,000000;0,000000;31713;0720707;SALERNO 0707;SALERNO 07
40748;COLLA S.N.C.;VIA BONSIGNORI 141;25080;PREVALLE;BS;_030603112                ;_+390306807063;farcolla@tin.it;Build;H;H36;Diego Savio;0,000000;0,000000;0,000000;0,000000;0,000000;31560;0170702;BRESCIA 0702;BRESCIA 07
40749;BONSIGNORE;VIALE REGIONE SICILIANA 2322;90100;PALERMO;PA;_091402353                ;_+39091552929;rotobi@tin.it;Defend;P;P32;Pierludovico Marsala;1,000000;1,000000;1,000000;1,000000;1,000000;30019;0841201;PALERMO 1201;PALERMO 12
4075;COMUNALE N 1 DEL CENTRO;VIA BRANDOLINI 111;31029;VITTORIO VENETO;TV;_043853198                ;_+39043853198;;Build;H;H35;Raffaello Benossi;0,000000;0,000000;0,000000;0,000000;0,000000;0;0260301;TREVISO 0301;TREVISO 03
40759;PALTRINIERI;VIA COOPERAZIONE 20;20095;CUSANO MILANINO;MI;_026195636                ;_+39026132733;erpaltr@tin.it;Build;F;F23;Maurizio Restivo;0,000000;0,000000;0,000000;0,000000;0,000000;28594;0151006;MILANO 1006;MILANO 10
40771;FATEBENEFRATELLI S.N.C.;P.ZZA PRINCIPESSA CLOTILDE;20121;MILANO;MI;_026555242                ;_+39026575321;;Build;F;F39;Davide Marchetti;0,000000;0,000000;0,000000;0,000000;0,000000;37018;0152012;MILANO 2012;MILANO 20
40772;COMUNALE;VIALE NUOVA FLORIDA 111;00040;ARDEA;RM;_0691492505               ;_+390691492505;;Build;M;M02;Antonella Nardi;0,000000;1,000000;0,000000;1,000000;1,000000;0;0593301;ROMA 3301;ROMA 33
40782;MAIRATE;VIA GARIBALDI 4;28069;TRECATE;NO;_032171263                ;_+390321038324;g.mairate@libero.it;Build;F;F22;Elena Borri;0,000000;0,000000;0,000000;0,000000;0,000000;1009;0030302;NOVARA 0302;NOVARA 03
40783;S.MARIA S.N.C.;VIA FAUSTA 104;30020;LUGUGNANA DI PORTOGRUARO;VE;_0421705008               ;_+390421705008;farmacia.lugugnana@libero.it;Build;H;H35;Raffaello Benossi;0,000000;0,000000;0,000000;0,000000;0,000000;3008;0270103;VENEZIA 0103;VENEZIA 01
40784;DELLE GRAZIE S.N.C.;VIA N LUCIDI 3/5;64100;TERAMO;TE;_0861246950               ;_+390861254987;;Build;P;P06;Elisabetta Di Battista;0,000000;0,000000;0,000000;0,000000;0,000000;21076;0630402;TERAMO 0402;TERAMO 04
40785;LA TERZA;VIA S GIACOMO DEI CAPRI 39;80128;NAPOLI;NA;_0815608191               ;_+390815608191;;Observe;P;P04;Antonio Pisani;1,000000;1,000000;1,000000;1,000000;0,000000;39263;0702005;NAPOLI 2005;NAPOLI 20
40800;MULTISERVIZI CAERITE FARM. 5;VIA SETTEVENE PAOLO 81/F;00052;CERVETERI;RM;_069951514                ;_+390699550155;;Build;M;M04;Valerio Medici;0,000000;0,000000;0,000000;0,000000;0,000000;0;0592201;ROMA 2201;ROMA 22
40807;INTERNAZIONALE;VIA D FONTANA 13;22100;COMO;CO;_031270308                ;_+39031242516;f.internazionale@tin.it;Build;F;F23;Maurizio Restivo;0,000000;0,000000;0,000000;0,000000;0,000000;2003;0130201;COMO 0201;COMO 02
40809;MERCATELLO;VIA TRENTO 187;84100;SALERNO;SA;_089333906                ;_+39089333906;fciamercatello@tiscali.it;Maintain;P;P02;Vito Benincasa;1,000000;1,000000;1,000000;1,000000;1,000000;33978;0720702;SALERNO 0702;SALERNO 07
40812;PARI;VIA ROMA 23;25012;CALVISANO;BS;_030968014                ;_+39030968014;;Maintain;H;H36;Diego Savio;0,000000;0,000000;0,000000;0,000000;0,000000;2762;0171103;BRESCIA 1103;BRESCIA 11
40813;NANNUCCI S.A.S.;VIA DEGLI ORAFI 41;51100;PISTOIA;PT;_057320131                ;_+39057320131;info@farmacianannucci.it;Build;M;M34;Luca Mariotti;1,000000;1,000000;0,000000;1,000000;0,000000;34026;0440304;PISTOIA 0304;PISTOIA 03
40815;S.FABIO S.A.S.;VIA STRADELLA 198;10147;TORINO;TO;_011290449                ;_+3901119500059;info@farmaciasanfabio.it;Observe;F;F34;Andrea Nerino Arrigo Neri;1,000000;1,000000;1,000000;1,000000;1,000000;20884;0011602;TORINO 1602;TORINO 16
